	O*NET-SOC Code	Task ID	Task	Task Type	Title	human_exposure_agg	gpt4_exposure	gpt4_exposure_alt_rubric	gpt_3_relevant	gpt4_automation	alpha	beta	gamma	automation	human_labels
5445	19-4099.03	16985.0	Collect verification data on the ground, using equipment such as global positioning receivers, digital cameras, or notebook computers.	Supplemental	Remote Sensing Technicians	E2	E2	E0	True	T1	0.0	0.5	1.0	0.25	E2
5446	19-4099.03	16983.0	Document methods used and write technical reports containing information collected.	Supplemental	Remote Sensing Technicians	E1	E1	E1	True	T3	1.0	1.0	1.0	0.75	E1
5447	19-4099.03	16984.0	Develop specialized computer software routines to customize and integrate image analysis.	Supplemental	Remote Sensing Technicians	E2	E1	E1	True	T3	1.0	1.0	1.0	0.75	E2
5448	19-4099.03	19804.0	Collaborate with agricultural workers to apply remote sensing information to efforts to reduce negative environmental impacts of farming practices.		Remote Sensing Technicians	E0	E2	E2	False	T2	0.0	0.5	1.0	0.5	E0
5449	19-4099.03	19805.0	Collect remote sensing data for forest or carbon tracking activities involved in assessing the impact of environmental change.		Remote Sensing Technicians	E2	E2	E0	False	T1	0.0	0.5	1.0	0.25	E2
5450	19-4099.03	19806.0	Provide remote sensing data for use in addressing environmental issues, such as surface water modeling or dust cloud detection.		Remote Sensing Technicians	E1	E2	E2	False	T3	0.0	0.5	1.0	0.75	E1
5451	19-5011.00	11063.0	Recommend measures to help protect workers from potentially hazardous work methods, processes, or materials.	Core	Occupational Health and Safety Specialists	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
5452	19-5011.00	11062.0	Order suspension of activities that pose threats to workers' health or safety.	Core	Occupational Health and Safety Specialists	E1	E0	E0	False	T1	0.0	0.0	0.0	0.25	E1
5453	19-5011.00	11064.0	Investigate accidents to identify causes or to determine how such accidents might be prevented in the future.	Core	Occupational Health and Safety Specialists	E0	E2	E2	False	T1	0.0	0.5	1.0	0.25	E0
5454	19-5011.00	11067.0	Inspect or evaluate workplace environments, equipment, or practices to ensure compliance with safety standards and government regulations.	Core	Occupational Health and Safety Specialists	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
5455	19-5011.00	11068.0	Collaborate with engineers or physicians to institute control or remedial measures for hazardous or potentially hazardous conditions or equipment.	Core	Occupational Health and Safety Specialists	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
5456	19-5011.00	11066.0	Develop or maintain hygiene programs, such as noise surveys, continuous atmosphere monitoring, ventilation surveys, or asbestos management plans.	Core	Occupational Health and Safety Specialists	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
5457	19-5011.00	11073.0	"Coordinate ""right-to-know"" programs regarding hazardous chemicals or other substances."	Core	Occupational Health and Safety Specialists	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
5458	19-5011.00	11069.0	Conduct safety training or education programs and demonstrate the use of safety equipment.	Core	Occupational Health and Safety Specialists	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5459	19-5011.00	11071.0	Collect samples of dust, gases, vapors, or other potentially toxic materials for analysis.	Core	Occupational Health and Safety Specialists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
5460	19-5011.00	11065.0	Investigate the adequacy of ventilation, exhaust equipment, lighting, or other conditions that could affect employee health, comfort, or performance.	Core	Occupational Health and Safety Specialists	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5461	19-5011.00	21142.0	Analyze incident data to identify trends in injuries, illnesses, accidents, or other hazards.	Core	Occupational Health and Safety Specialists	E2	E2	E2	True	T3	0.0	0.5	1.0	0.75	E2
5462	19-5011.00	11072.0	Investigate health-related complaints and inspect facilities to ensure that they comply with public health legislation and regulations.	Core	Occupational Health and Safety Specialists	E2	E2	E0	False	T1	0.0	0.5	1.0	0.25	E2
5463	19-5011.00	11078.0	Collect samples of hazardous materials or arrange for sample collection.	Core	Occupational Health and Safety Specialists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
5464	19-5011.00	11074.0	Maintain or update emergency response plans or procedures.	Core	Occupational Health and Safety Specialists	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
5465	19-5011.00	11070.0	Provide new-employee health and safety orientations and develop materials for these presentations.	Core	Occupational Health and Safety Specialists	E0	E1	E1	False	T2	1.0	1.0	1.0	0.5	E0
5466	19-5011.00	11076.0	Inspect specified areas to ensure the presence of fire prevention equipment, safety equipment, or first-aid supplies.	Core	Occupational Health and Safety Specialists	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5467	19-5011.00	11079.0	Maintain inventories of hazardous materials or hazardous wastes, using waste tracking systems to ensure that materials are handled properly.	Core	Occupational Health and Safety Specialists	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
5468	19-5011.00	11075.0	Develop or maintain medical monitoring programs for employees.	Core	Occupational Health and Safety Specialists	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
5469	19-5011.00	11077.0	Conduct audits at hazardous waste sites or industrial sites or participate in hazardous waste site investigations.	Core	Occupational Health and Safety Specialists	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5470	19-5011.00	11081.0	Perform laboratory analyses or physical inspections of samples to detect disease or to assess purity or cleanliness.	Core	Occupational Health and Safety Specialists	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
5471	19-5011.00	11080.0	Prepare hazardous, radioactive, or mixed waste samples for transportation or storage by treating, compacting, packaging, and labeling them.	Core	Occupational Health and Safety Specialists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
5472	19-5012.00	11087.0	Test workplaces for environmental hazards, such as exposure to radiation, chemical or biological hazards, or excessive noise.	Core	Occupational Health and Safety Technicians	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5473	19-5012.00	11085.0	Prepare or calibrate equipment used to collect or analyze samples.	Core	Occupational Health and Safety Technicians	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
5474	19-5012.00	11082.0	Maintain all required environmental records and documentation.	Core	Occupational Health and Safety Technicians	E1	E1	E1	False	T3	1.0	1.0	1.0	0.75	E1
5475	19-5012.00	11083.0	Supply, operate, or maintain personal protective equipment.	Core	Occupational Health and Safety Technicians	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
5476	19-5012.00	11088.0	Prepare or review specifications or orders for the purchase of safety equipment, ensuring that proper features are present and that items conform to health and safety standards.	Core	Occupational Health and Safety Technicians	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
5477	19-5012.00	20251.0	Conduct worker studies to determine whether specific instances of disease or illness are job-related.	Core	Occupational Health and Safety Technicians	E2	E2	E2	False	T1	0.0	0.5	1.0	0.25	E2
5478	19-5012.00	20250.0	Recommend corrective measures to be applied based on results of environmental contaminant analyses.	Core	Occupational Health and Safety Technicians	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
5479	19-5012.00	20248.0	Verify availability or monitor use of safety equipment, such as hearing protection or respirators.	Core	Occupational Health and Safety Technicians	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5480	19-5012.00	11096.0	Review records or reports concerning laboratory results, staffing, floor plans, fire inspections, or sanitation to gather information for the development or enforcement of safety activities.	Core	Occupational Health and Safety Technicians	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
5481	19-5012.00	20249.0	Evaluate situations or make determinations when a worker has refused to work on the grounds that danger or potential harm exists.	Core	Occupational Health and Safety Technicians	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
5482	19-5012.00	11100.0	Help direct rescue or firefighting operations in the event of a fire or an explosion.	Core	Occupational Health and Safety Technicians	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
5483	19-5012.00	20252.0	Inspect fire suppression systems or portable fire systems to ensure proper working order.	Core	Occupational Health and Safety Technicians	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5484	19-5012.00	19818.0	Train workers in safety procedures related to green jobs, such as the use of fall protection devices or maintenance of proper ventilation during wind turbine construction.	Core	Occupational Health and Safety Technicians	E0	E0	E2	False	T1	0.0	0.0	0.0	0.25	E0
5485	19-5012.00	11098.0	Plan emergency response drills.	Core	Occupational Health and Safety Technicians	E1	E2	E0	False	T2	0.0	0.5	1.0	0.5	E1
5486	19-5012.00	11097.0	Prepare documents to be used in legal proceedings, testifying in such proceedings when necessary.	Core	Occupational Health and Safety Technicians	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
5487	19-5012.00	20253.0	Provide consultation to organizations or agencies on the workplace application of safety principles, practices, or techniques.	Core	Occupational Health and Safety Technicians	E1	E2	E2	False	T1	0.0	0.5	1.0	0.25	E1
5488	19-5012.00	11093.0	Educate the public about health issues or enforce health legislation to prevent disease, to promote health, or to help people understand health protection procedures and regulations.	Core	Occupational Health and Safety Technicians	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
5489	19-5012.00	19817.0	Test or balance newly installed HVAC systems to determine whether indoor air quality standards are met.	Core	Occupational Health and Safety Technicians	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5490	19-5012.00	11091.0	Examine credentials, licenses, or permits to ensure compliance with licensing requirements.	Core	Occupational Health and Safety Technicians	E2	E1	E0	False	T3	1.0	1.0	1.0	0.75	E2
5491	19-5012.00	11099.0	Maintain logbooks of daily activities, including areas visited or activities performed.	Core	Occupational Health and Safety Technicians	E2	E1	E1	False	T3	1.0	1.0	1.0	0.75	E2
5492	19-5012.00	19813.0	Collect data regarding potential hazards from new equipment or products linked to green practices.	Core	Occupational Health and Safety Technicians	E2	E2	E2	True	T1	0.0	0.5	1.0	0.25	E2
5493	19-5012.00	11101.0	Confer with schools, state authorities, or community groups to develop health standards or programs.	Core	Occupational Health and Safety Technicians	E1	E2	E0	False	T1	0.0	0.5	1.0	0.25	E1
5494	19-5012.00	11095.0	Conduct interviews to obtain information or evidence regarding communicable diseases or violations of health or sanitation regulations.	Supplemental	Occupational Health and Safety Technicians	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
5495	19-5012.00	19814.0	Collect data related to ecological or human health risks at brownfield sites.	Supplemental	Occupational Health and Safety Technicians	E2	E2	E0	True	T1	0.0	0.5	1.0	0.25	E2
5496	19-5012.00	19816.0	Perform tests to identify any potential hazards related to recycled products used at green building sites.	Supplemental	Occupational Health and Safety Technicians	E2	E2	E0	False	T1	0.0	0.5	1.0	0.25	E2
5497	19-5012.00	19815.0	Examine practices at green building sites to determine whether adherence to green building standards alters risks to workers.	Supplemental	Occupational Health and Safety Technicians	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
5498	21-1011.00	5584.0	Complete and maintain accurate records or reports regarding the patients' histories and progress, services provided, or other required information.	Core	Substance Abuse and Behavioral Disorder Counselors	E2	E1	E1	True	T3	1.0	1.0	1.0	0.75	E2
5499	21-1011.00	5583.0	Counsel clients or patients, individually or in group sessions, to assist in overcoming dependencies, adjusting to life, or making changes.	Core	Substance Abuse and Behavioral Disorder Counselors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5500	21-1011.00	18622.0	Assess individuals' degree of drug dependency by collecting and analyzing urine samples.	Core	Substance Abuse and Behavioral Disorder Counselors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5501	21-1011.00	5601.0	Follow progress of discharged patients to determine effectiveness of treatments.	Core	Substance Abuse and Behavioral Disorder Counselors	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
5502	21-1011.00	5594.0	Conduct chemical dependency program orientation sessions.	Core	Substance Abuse and Behavioral Disorder Counselors	E1	E0	E0	False	T1	0.0	0.0	0.0	0.25	E1
5503	21-1011.00	5586.0	Review and evaluate clients' progress in relation to measurable goals described in treatment and care plans.	Core	Substance Abuse and Behavioral Disorder Counselors	E0	E0	E0	False	T2	0.0	0.0	0.0	0.5	E0
5504	21-1011.00	5598.0	Coordinate activities with courts, probation officers, community services, or other post-treatment agencies.	Core	Substance Abuse and Behavioral Disorder Counselors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5505	21-1011.00	5585.0	Develop client treatment plans based on research, clinical experience, and client histories.	Core	Substance Abuse and Behavioral Disorder Counselors	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
5506	21-1011.00	5590.0	Modify treatment plans to comply with changes in client status.	Core	Substance Abuse and Behavioral Disorder Counselors	E0	E0	E2	False	T1	0.0	0.0	0.0	0.25	E0
5507	21-1011.00	5591.0	Coordinate counseling efforts with mental health professionals or other health professionals, such as doctors, nurses, or social workers.	Core	Substance Abuse and Behavioral Disorder Counselors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5508	21-1011.00	5593.0	Plan or implement follow-up or aftercare programs for clients to be discharged from treatment programs.	Core	Substance Abuse and Behavioral Disorder Counselors	E2	E2	E2	False	T1	0.0	0.5	1.0	0.25	E2
5509	21-1011.00	5588.0	Intervene as an advocate for clients or patients to resolve emergency problems in crisis situations.	Core	Substance Abuse and Behavioral Disorder Counselors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5510	21-1011.00	5592.0	Attend training sessions to increase knowledge and skills.	Core	Substance Abuse and Behavioral Disorder Counselors	E1	E1	E2	False	T1	1.0	1.0	1.0	0.25	E1
5511	21-1011.00	5587.0	Interview clients, review records, and confer with other professionals to evaluate individuals' mental and physical condition and to determine their suitability for participation in a specific program.	Core	Substance Abuse and Behavioral Disorder Counselors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5512	21-1011.00	5600.0	Instruct others in program methods, procedures, or functions.	Core	Substance Abuse and Behavioral Disorder Counselors	E1	E0	E2	False	T1	0.0	0.0	0.0	0.25	E1
5513	21-1011.00	5596.0	Participate in case conferences or staff meetings.	Core	Substance Abuse and Behavioral Disorder Counselors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5514	21-1011.00	5597.0	Act as liaisons between clients and medical staff.	Core	Substance Abuse and Behavioral Disorder Counselors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5515	21-1011.00	5589.0	Provide clients or family members with information about addiction issues and about available services or programs, making appropriate referrals when necessary.	Core	Substance Abuse and Behavioral Disorder Counselors	E1	E2	E2	False	T1	0.0	0.5	1.0	0.25	E1
5516	21-1011.00	18623.0	Train or supervise student interns or new staff members.	Core	Substance Abuse and Behavioral Disorder Counselors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5517	21-1011.00	5595.0	Counsel family members to assist them in understanding, dealing with, and supporting clients or patients.	Core	Substance Abuse and Behavioral Disorder Counselors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5518	21-1011.00	5599.0	Confer with family members or others close to clients to keep them informed of treatment planning and progress.	Core	Substance Abuse and Behavioral Disorder Counselors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5519	21-1011.00	5602.0	Develop, implement, or evaluate public education, prevention, or health promotion programs, working in collaboration with organizations, institutions, or communities.	Core	Substance Abuse and Behavioral Disorder Counselors	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
5520	21-1011.00	5603.0	Supervise or direct other workers providing services to clients or patients.	Supplemental	Substance Abuse and Behavioral Disorder Counselors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5521	21-1012.00	5608.0	Provide crisis intervention to students when difficult situations occur at schools.	Core	Educational, Guidance, and Career Counselors and Advisors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5522	21-1012.00	18624.0	Confer with parents or guardians, teachers, administrators, and other professionals to discuss children's progress, resolve behavioral, academic, and other problems, and to determine priorities for students and their resource needs.	Core	Educational, Guidance, and Career Counselors and Advisors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5523	21-1012.00	18626.0	Identify cases of domestic abuse or other family problems and encourage students or parents to seek additional assistance from mental health professionals.	Core	Educational, Guidance, and Career Counselors and Advisors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5524	21-1012.00	5605.0	Counsel individuals to help them understand and overcome personal, social, or behavioral problems affecting their educational or vocational situations.	Core	Educational, Guidance, and Career Counselors and Advisors	E2	E0	E0	False	T1	0.0	0.0	0.0	0.25	E2
5525	21-1012.00	18627.0	Counsel students regarding educational issues, such as course and program selection, class scheduling and registration, school adjustment, truancy, study habits, and career planning.	Core	Educational, Guidance, and Career Counselors and Advisors	E1	E2	E2	False	T1	0.0	0.5	1.0	0.25	E1
5526	21-1012.00	5606.0	Maintain accurate and complete student records as required by laws, district policies, and administrative regulations.	Core	Educational, Guidance, and Career Counselors and Advisors	E2	E2	E1	False	T3	0.0	0.5	1.0	0.75	E2
5527	21-1012.00	5611.0	Prepare students for later educational experiences by encouraging them to explore learning opportunities and to persevere with challenging tasks.	Core	Educational, Guidance, and Career Counselors and Advisors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5528	21-1012.00	5619.0	Teach classes and present self-help or information sessions on subjects related to education and career planning.	Core	Educational, Guidance, and Career Counselors and Advisors	E0	E2	E2	False	T1	0.0	0.5	1.0	0.25	E0
5529	21-1012.00	5633.0	Provide special services such as alcohol and drug prevention programs and classes that teach students to handle conflicts without resorting to violence.	Core	Educational, Guidance, and Career Counselors and Advisors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5530	21-1012.00	5621.0	Conduct follow-up interviews with counselees to determine if their needs have been met.	Core	Educational, Guidance, and Career Counselors and Advisors	E2	E2	E0	False	T1	0.0	0.5	1.0	0.25	E2
5531	21-1012.00	5626.0	Instruct individuals in career development techniques, such as job search and application strategies, resume writing, and interview skills.	Core	Educational, Guidance, and Career Counselors and Advisors	E0	E2	E2	False	T2	0.0	0.5	1.0	0.5	E0
5532	21-1012.00	18631.0	Plan and promote career and employment-related programs and events, such as career planning presentations, work experience programs, job fairs, and career workshops.	Core	Educational, Guidance, and Career Counselors and Advisors	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
5533	21-1012.00	5624.0	Plan and conduct orientation programs and group conferences to promote the adjustment of individuals to new life experiences, such as starting college.	Core	Educational, Guidance, and Career Counselors and Advisors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5534	21-1012.00	18625.0	Evaluate students' or individuals' abilities, interests, and personality characteristics, using tests, records, interviews, or professional sources.	Core	Educational, Guidance, and Career Counselors and Advisors	E0	E2	E2	False	T2	0.0	0.5	1.0	0.5	E0
5535	21-1012.00	18628.0	Collaborate with teachers and administrators in the development, evaluation, and revision of school programs and in the preparation of master schedules for curriculum offerings.	Core	Educational, Guidance, and Career Counselors and Advisors	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
5536	21-1012.00	18629.0	Observe students during classroom and play activities to evaluate students' performance, behavior, social development, and physical health.	Core	Educational, Guidance, and Career Counselors and Advisors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5537	21-1012.00	18632.0	Establish and enforce administration policies and rules governing student behavior.	Core	Educational, Guidance, and Career Counselors and Advisors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5538	21-1012.00	5627.0	Address community groups, faculty, and staff members to explain available counseling services.	Core	Educational, Guidance, and Career Counselors and Advisors	E0	E0	E1	False	T1	0.0	0.0	0.0	0.25	E0
5539	21-1012.00	5623.0	Prepare reports on students and activities as required by administration.	Core	Educational, Guidance, and Career Counselors and Advisors	E1	E1	E1	False	T3	1.0	1.0	1.0	0.75	E1
5540	21-1012.00	18630.0	Attend meetings, educational conferences, and training workshops, and serve on committees.	Core	Educational, Guidance, and Career Counselors and Advisors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5541	21-1012.00	5629.0	Compile and study occupational, educational, and economic information to assist counselees in determining and carrying out vocational and educational objectives.	Core	Educational, Guidance, and Career Counselors and Advisors	E0	E2	E2	True	T2	0.0	0.5	1.0	0.5	E0
5542	21-1012.00	18634.0	Plan, direct, and participate in recruitment and enrollment activities.	Core	Educational, Guidance, and Career Counselors and Advisors	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
5543	21-1012.00	18635.0	Supervise, train, and direct professional staff and interns.	Core	Educational, Guidance, and Career Counselors and Advisors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5544	21-1012.00	5631.0	Review transcripts to ensure that students meet graduation or college entrance requirements, and write letters of recommendation.	Supplemental	Educational, Guidance, and Career Counselors and Advisors	E1	E1	E2	True	T2	1.0	1.0	1.0	0.5	E1
5545	21-1012.00	5616.0	Provide students with information on topics such as college degree programs and admission requirements, financial aid opportunities, trade and technical schools, and apprenticeship programs.	Supplemental	Educational, Guidance, and Career Counselors and Advisors	E1	E2	E2	False	T3	0.0	0.5	1.0	0.75	E1
5546	21-1012.00	5632.0	Refer students to degree programs based on interests, aptitudes, or educational assessments.	Supplemental	Educational, Guidance, and Career Counselors and Advisors	E1	E2	E2	False	T3	0.0	0.5	1.0	0.75	E1
5547	21-1012.00	5625.0	Assess needs for assistance, such as rehabilitation, financial aid, or additional vocational training, and refer clients to the appropriate services.	Supplemental	Educational, Guidance, and Career Counselors and Advisors	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
5548	21-1012.00	5637.0	Establish and supervise peer-counseling and peer-tutoring programs.	Supplemental	Educational, Guidance, and Career Counselors and Advisors	E2	E2	E0	False	T1	0.0	0.5	1.0	0.25	E2
5549	21-1012.00	5630.0	Provide information for teachers and staff members involved in helping students or graduates identify and pursue employment opportunities.	Supplemental	Educational, Guidance, and Career Counselors and Advisors	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
5550	21-1012.00	18633.0	Establish contacts with employers to create internship and employment opportunities for students.	Supplemental	Educational, Guidance, and Career Counselors and Advisors	E0	E2	E1	False	T1	0.0	0.5	1.0	0.25	E0
5551	21-1012.00	5634.0	Provide disabled students with assistive devices, supportive technology, and assistance accessing facilities, such as restrooms.	Supplemental	Educational, Guidance, and Career Counselors and Advisors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5552	21-1012.00	5639.0	Refer qualified counselees to employers or employment services for job placement.	Supplemental	Educational, Guidance, and Career Counselors and Advisors	E1	E2	E2	False	T2	0.0	0.5	1.0	0.5	E1
5553	21-1012.00	5636.0	Interview clients to obtain information about employment history, educational background, and career goals, and to identify barriers to employment.	Supplemental	Educational, Guidance, and Career Counselors and Advisors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5554	21-1012.00	5640.0	Sponsor extracurricular activities, such as clubs, student organizations, and academic contests.	Supplemental	Educational, Guidance, and Career Counselors and Advisors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5555	21-1013.00	9186.0	Encourage individuals and family members to develop and use skills and strategies for confronting their problems in a constructive manner.	Core	Marriage and Family Therapists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
5556	21-1013.00	9184.0	Ask questions that will help clients identify their feelings and behaviors.	Core	Marriage and Family Therapists	E1	E0	E0	False	T1	0.0	0.0	0.0	0.25	E1
5557	21-1013.00	20232.0	Develop and implement individualized treatment plans addressing family relationship problems, destructive patterns of behavior, and other personal issues.	Core	Marriage and Family Therapists	E0	E0	E0	True	T1	0.0	0.0	0.0	0.25	E0
5558	21-1013.00	9187.0	Maintain case files that include activities, progress notes, evaluations, and recommendations.	Core	Marriage and Family Therapists	E2	E1	E1	False	T3	1.0	1.0	1.0	0.75	E2
5559	21-1013.00	9185.0	Counsel clients on concerns, such as unsatisfactory relationships, divorce and separation, child rearing, home management, or financial difficulties.	Core	Marriage and Family Therapists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
5560	21-1013.00	9188.0	Collect information about clients, using techniques such as testing, interviewing, discussion, or observation.	Core	Marriage and Family Therapists	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5561	21-1013.00	9191.0	Confer with clients to develop plans for posttreatment activities.	Core	Marriage and Family Therapists	E2	E0	E0	False	T1	0.0	0.0	0.0	0.25	E2
5562	21-1013.00	20233.0	Confer with other counselors, doctors, and professionals to analyze individual cases and to coordinate counseling services.	Core	Marriage and Family Therapists	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5563	21-1013.00	9190.0	Determine whether clients should be counseled or referred to other specialists in such fields as medicine, psychiatry, or legal aid.	Core	Marriage and Family Therapists	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5564	21-1013.00	9194.0	Provide instructions to clients on how to obtain help with legal, financial, and other personal issues.	Core	Marriage and Family Therapists	E1	E0	E0	False	T1	0.0	0.0	0.0	0.25	E1
5565	21-1013.00	9196.0	Provide public education and consultation to other professionals or groups regarding counseling services, issues, and methods.	Core	Marriage and Family Therapists	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5566	21-1013.00	9193.0	Follow up on results of counseling programs and clients' adjustments to determine effectiveness of programs.	Supplemental	Marriage and Family Therapists	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5567	21-1013.00	9197.0	Supervise other counselors, social service staff, and assistants.	Supplemental	Marriage and Family Therapists	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5568	21-1013.00	9195.0	Gather information from doctors, schools, social workers, juvenile counselors, law enforcement personnel, and others to make recommendations to courts for resolution of child custody or visitation disputes.	Supplemental	Marriage and Family Therapists	E2	E2	E0	True	T1	0.0	0.5	1.0	0.25	E2
5569	21-1013.00	9199.0	Write evaluations of parents and children for use by courts deciding divorce and custody cases, testifying in court if necessary.	Supplemental	Marriage and Family Therapists	E1	E2	E0	False	T1	0.0	0.5	1.0	0.25	E1
5570	21-1013.00	9198.0	Provide family counseling and treatment services to inmates participating in substance abuse programs.	Supplemental	Marriage and Family Therapists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
5571	21-1014.00	1591.0	Maintain confidentiality of records relating to clients' treatment.	Core	Mental Health Counselors	E2	E0	E0	False	T3	0.0	0.0	0.0	0.75	E2
5572	21-1014.00	1592.0	Encourage clients to express their feelings and discuss what is happening in their lives, helping them to develop insight into themselves or their relationships.	Core	Mental Health Counselors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5573	21-1014.00	18483.0	Assess patients for risk of suicide attempts.	Core	Mental Health Counselors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5574	21-1014.00	1594.0	Prepare and maintain all required treatment records and reports.	Core	Mental Health Counselors	E1	E1	E1	True	T3	1.0	1.0	1.0	0.75	E1
5575	21-1014.00	1595.0	Counsel clients or patients, individually or in group sessions, to assist in overcoming dependencies, adjusting to life, or making changes.	Core	Mental Health Counselors	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
5576	21-1014.00	1593.0	Guide clients in the development of skills or strategies for dealing with their problems.	Core	Mental Health Counselors	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
5577	21-1014.00	23908.0	Perform crisis interventions to help ensure the safety of the patients and others.	Core	Mental Health Counselors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5578	21-1014.00	20402.0	Perform crisis interventions with clients.	Core	Mental Health Counselors	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
5579	21-1014.00	18484.0	Fill out and maintain client-related paperwork, including federal- and state-mandated forms, client diagnostic records, and progress notes.	Core	Mental Health Counselors	E2	E1	E1	True	T3	1.0	1.0	1.0	0.75	E2
5580	21-1014.00	1598.0	Develop and implement treatment plans based on clinical experience and knowledge.	Core	Mental Health Counselors	E2	E2	E0	False	T1	0.0	0.5	1.0	0.25	E2
5581	21-1014.00	1596.0	Collect information about clients through interviews, observation, or tests.	Core	Mental Health Counselors	E2	E2	E0	False	T1	0.0	0.5	1.0	0.25	E2
